,words,sentiment_vector
5485,wsj,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5486,au,"[0.9677451785356856, 0.25193108069655473, 0.0, 0.0, 0.0, 0.0]"
5487,dakota,"[0.8193395493913063, 0.5733085581109454, 0.0, 0.0, 0.0, 0.0]"
5488,vetr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5489,inc,"[0.64322665787529, 0.7656758234387349, 0.0, 0.0, 0.0, 0.0]"
5490,foolish,"[0.33217713669023663, 0.691616855339108, 0.22581794364377128, -0.600275546394835, 0.0, 0.0]"
5491,:snowman_without_snow:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5492,beverages,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5493,#corevalues,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5494,#passion,"[0.3599216059186551, 0.6877698619260851, 0.4922458842237273, 0.3938566288434297, 0.0, 0.0]"
5495,#aerojobmarket,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5496,nigga,"[0.7493810048823051, 0.27523780213202453, 0.3302510739555753, -0.5035935761606857, 0.0, 0.0]"
5497,mideast,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5498,nov,"[0.5970172435145785, 0.49891216616930656, 0.5407640888398996, 0.31911987159684196, 0.01984361780707017, 0.0]"
5499,bein,"[0.6736385659559957, 0.7390609463750263, 0.0, 0.0, 0.0, 0.0]"
5500,cal,"[0.49767767556503445, 0.19947943521121905, 0.6977586963483429, 0.2657610658600001, 0.3937368965631938, 0.0]"
5501,burger,"[0.0432883592739427, 0.6469029125532713, 0.5294284048612992, 0.5471273195586973, 0.0, 0.0]"
5502,lucia,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5503,#lga,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5504,joe,"[0.6284518038678413, 0.7770442448835422, 0.03536342331593912, 0.0, 0.0, 0.0]"
5505,sunshine,"[0.6127702136877251, 0.4690547670785778, 0.3979442481857464, 0.3583746506260338, 0.34308639702341753, 0.0]"
5506,lay,"[0.17397229691869598, 0.4387871513585427, 0.4382915893882796, 0.762673793989322, 0.0585546099032109, 0.0]"
5507,smart,"[0.161938451153769, 0.41106649094621805, 0.6291208379527492, 0.6395367458658742, 0.0, 0.0]"
5508,<tong>,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5509,finder,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5510,dre,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5511,taxiing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5512,slide,"[0.32488509756437944, 0.2793399324550581, 0.8843145365547439, 0.18549036620416579, 0.0, 0.0]"
5513,#truebluelove,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5514,#air,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5515,sleekmoney,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5516,bucket,"[0.021853361803775874, 0.5278026746179679, 0.19300359618795, 0.37566376797578815, -0.7365956234819377, 0.0]"
5517,broadway,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5518,#pilots,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5519,ardent,"[0.6222863929817141, 0.7827896557248364, 0.0, 0.0, 0.0, 0.0]"
5520,poughkeepsie,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5521,wkrb,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5522,a321,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5523,schedules,"[0.6810379206045625, 0.7028056372797077, 0.20555190805847018, 0.0, 0.0, 0.0]"
5524,slowest,"[0.6922352735915134, 0.6527576553198708, 0.28190701566066056, 0.12347551959108086, 0.0, 0.0]"
5525,#phx,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5526,scenario,"[0.8560514010914734, 0.5168907028466707, 0.0, 0.0, 0.0, 0.0]"
5527,camp,"[0.6661993074056021, 0.37971710272430315, 0.1133186681704646, 0.6240863306190914, 0.09832871447053208, 0.0]"
5528,carsl,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5529,#jetblueblues,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5530,capture,"[0.7711312448397354, 0.460396854588731, 0.4397628218900764, 0.0, 0.0, 0.0]"
5531,#tired,"[0.6780187095819974, 0.6577174772628447, -0.3281742670590769, 0.0, 0.0, 0.0]"
5532,patronizing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5533,gangway,"[0.5102019133149064, 0.8600546538736993, 0.0, 0.0, 0.0, 0.0]"
5534,al,"[0.4206869078501053, 0.9072058892905828, 0.0, 0.0, 0.0, 0.0]"
5535,heated,"[0.03533086616080662, 0.7643140074775153, 0.31720013650184403, 0.5603212482792344, 0.0, 0.0]"
5536,disappoints,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5537,pages,"[0.9926642846351416, 0.12090334159899332, 0.0, 0.0, 0.0, 0.0]"
5538,ruins,"[0.8908988413601804, 0.3502787731356415, 0.2891436244389245, 0.0, 0.0, 0.0]"
5539,doke,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5540,legacy,"[0.7583617897643811, 0.15764037754996774, 0.632484709057277, 0.0, 0.0, 0.0]"
5541,telephones,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5542,roll,"[0.26271825341248306, 0.9562835230770969, 0.12845599563722196, 0.0, 0.0, 0.0]"
5543,marked,"[0.5332718809776279, 0.33270591891373724, 0.43858377454069103, 0.6423177914303702, 0.0, 0.0]"
5544,ish,"[0.8024685694752051, 0.5837425519304325, -0.12364800067192581, 0.0, 0.0, 0.0]"
5545,geez,"[0.011167346412577878, 0.25487590501696317, 0.022742648633515068, 0.583651893097301, 0.77054967590218, 0.0]"
5546,#needcoffee,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5547,rifle,"[0.36096332250440305, -0.9325800125493696, 0.0, 0.0, 0.0, 0.0]"
5548,transferable,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5549,diversions,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5550,brazil,"[0.5887595489594839, 0.367892759320344, 0.7197340558488867, 0.0, 0.0, 0.0]"
5551,#closepwcs,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5552,festival,"[0.3780344857915056, 0.05025603944616023, 0.18734344763929814, 0.2712024712192298, 0.6485862014562037, 0.5703085564528688]"
5553,attendees,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5554,doll,"[0.3092887123889546, 0.11470849263989061, 0.2398021909664056, 0.22803873989869217, 0.19616363563458175, 0.8560135906632308]"
5555,allergies,"[0.6961972806739614, 0.38299025512731827, 0.6071472727927659, 0.0, 0.0, 0.0]"
5556,sand,"[0.0031892848999170564, 0.8779201763056933, 0.47766956663084364, -0.032829523479783074, 0.0, 0.0]"
5557,basketball,"[0.2170562837632323, 0.7030831861340499, 0.6771710293969228, 0.0, 0.0, 0.0]"
5558,#skytrax,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5559,sch,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5560,dads,"[0.5655798987630785, 0.8246935055613969, 0.0, 0.0, 0.0, 0.0]"
5561,relatives,"[0.5970461949366994, 0.39691194122624657, 0.6971346728026239, 0.0, 0.0, 0.0]"
5562,ath,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5563,postpone,"[0.34139606052197374, -0.9399195337155606, 0.0, 0.0, 0.0, 0.0]"
5564,registers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5565,fool,"[0.13145759794228548, 0.39458286452276936, 0.02384338456712212, 0.2862182742932872, 0.16332816827432836, -0.8472648729230783]"
5566,engaging,"[0.6411894814499647, 0.7673825961526137, 0.0, 0.0, 0.0, 0.0]"
5567,badge,"[0.5308746170852033, 0.43957540882448143, 0.47049286065021967, 0.5509828209378235, 0.0, 0.0]"
5568,eight,"[0.3533653007041504, 0.011751994965335927, 0.5654717100456506, 0.7439947444054444, -0.041333041355858025, 0.0]"
5569,susan,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5570,depends,"[0.5198895785999487, 0.31229446925682003, 0.40631779003798346, -0.6834419097724531, 0.0, 0.0]"
5571,:downcast_face_with_sweat:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5572,hotter,"[0.3578578127760967, 0.92949701797201, 0.08929210164538046, 0.0, 0.0, 0.0]"
5573,celebrates,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5574,blumanity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5575,brushing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5576,shoutout,"[0.9999201404866981, 0.012637746993115042, 0.0, 0.0, 0.0, 0.0]"
5577,c19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5578,#applepay,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5579,kate,"[0.9984566555406694, 0.05553653758149821, 0.0, 0.0, 0.0, 0.0]"
5580,delicious,"[0.5253506568347633, 0.4735373052626118, 0.7023665763474471, 0.08031376169668758, 0.0, 0.0]"
5581,participate,"[0.4122666236901008, 0.201873977240677, 0.3728988885923388, 0.4956073022246805, 0.63608407398108, 0.0]"
5582,pee,"[0.37656515716293903, 0.7850886052106758, 0.48589725753271035, -0.07575235640821765, 0.0, 0.0]"
5583,accused,"[0.46527340011896084, 0.5657747687896152, 0.10060421496136931, -0.6732743616645485, 0.0, 0.0]"
5584,warehouse,"[0.27449443603732876, 0.4902102478187515, 0.82349011049568, 0.07880834621942015, 0.0, 0.0]"
5585,becomes,"[0.8425901980562576, 0.5385552507770366, 0.0, 0.0, 0.0, 0.0]"
5586,targeting,"[0.9445104058302397, 0.328481496097415, 0.0, 0.0, 0.0, 0.0]"
5587,delivering,"[0.8942969216807071, 0.44747403932788243, 0.0, 0.0, 0.0, 0.0]"
5588,backpack,"[0.18387146029840493, 0.423663837689793, 0.18431808064594807, 0.8656452099475228, 0.058184657458749824, 0.0]"
5589,oui,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5590,quoting,"[0.9858801928645887, 0.16745221801242685, 0.0, 0.0, 0.0, 0.0]"
5591,generated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5592,painted,"[0.11419748053814524, 0.5856078338355543, 0.8025100624846832, 0.0, 0.0, 0.0]"
5593,learning,"[0.6195907666333388, 0.16271787111524222, 0.11443775447899142, 0.5381957334567429, 0.5356113601868425, 0.0]"
5594,asset,"[0.9936844822071579, 0.11221029284647956, 0.0, 0.0, 0.0, 0.0]"
5595,weighs,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5596,deedee,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5597,pho,"[0.9490488946517772, 0.31512885548651326, 0.0, 0.0, 0.0, 0.0]"
5598,iowa,"[0.8716681183437704, 0.3610882405099447, 0.3313758802756513, 0.0, 0.0, 0.0]"
5599,diamond,"[0.4949748556833834, 0.868189956195925, 0.03530003118598816, 0.0, 0.0, 0.0]"
5600,pump,"[0.2150215845092781, 0.092378154532925, 0.07065741862897093, 0.07129938624967772, 0.4469876043304615, -0.8575301761735472]"
5601,referred,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5602,impressions,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5603,reverse,"[0.28278767812127903, 0.16355614459929055, 0.14399486158164812, 0.1315488288119245, 0.5616878525802204, 0.7346752060650377]"
5604,spelling,"[0.595400092631328, 0.4515166096410749, 0.03572606170560694, 0.6635925929573374, 0.0, 0.0]"
5605,employ,"[0.6474937139648962, 0.7620707909216473, 0.0, 0.0, 0.0, 0.0]"
5606,flaw,"[0.9827673984110668, -0.18484653261650158, 0.0, 0.0, 0.0, 0.0]"
5607,insanity,"[0.336681354986209, 0.03214768640452817, 0.4272938594665407, 0.10452448234243321, -0.8319295533377337, 0.0]"
5608,chkd,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5609,flexible,"[0.6833695206969699, 0.7286469611626271, 0.045603773647174155, 0.0, 0.0, 0.0]"
5610,army,"[0.6530049839624918, 0.5062021653512818, 0.5506536658200051, -0.11884611492518096, 0.0, 0.0]"
5611,shortcomings,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5612,wrongfully,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5613,weary,"[0.22579443747112485, 0.9741749699140798, 0.0, 0.0, 0.0, 0.0]"
5614,transf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5615,#dividendrewards,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5616,established,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5617,#chairman,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5618,intelligence,"[0.1287371729346869, 0.4480038550260489, 0.02343929027049758, 0.20130920700612473, 0.5916663022322125, 0.6257599186873701]"
5619,mitchell,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5620,argue,"[0.7042362529740294, 0.08098255446942064, -0.7053319260239863, 0.0, 0.0, 0.0]"
5621,unmonitored,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5622,rachel,"[0.9309636897579547, 0.02633436203423742, 0.36416082948129436, 0.0, 0.0, 0.0]"
5623,airway,"[0.5611787311081884, 0.8276946488601963, 0.0, 0.0, 0.0, 0.0]"
5624,owes,"[0.8731929248569774, 0.4873747182402025, 0.0, 0.0, 0.0, 0.0]"
5625,tammy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5626,jealous,"[0.40879737584928777, 0.4236839838774264, 0.041464524742615895, 0.16664236798738838, -0.7898655592465808, 0.0]"
5627,mel,"[0.9338355606029588, 0.3577025939986426, 0.0, 0.0, 0.0, 0.0]"
5628,sticker,"[0.1281061883025428, 0.19844778139458732, 0.6177565803880666, 0.741082578693594, 0.11567498226606698, 0.0]"
5629,endlessly,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5630,gatwick,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5631,publicity,"[0.8779300185820821, 0.4735505324213184, 0.07063126585267122, 0.0, 0.0, 0.0]"
5632,nbr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5633,wd40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5634,involve,"[0.8270847395195724, 0.5592396909439964, 0.05640746162259331, 0.0, 0.0, 0.0]"
5635,lists,"[0.8526496435287367, 0.5150514989439668, 0.08780967387418771, 0.0, 0.0, 0.0]"
5636,plot,"[0.44392003785310374, 0.4601384213360342, 0.7672261131065827, 0.05071217378742871, 0.0, 0.0]"
5637,proactively,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5638,chosen,"[0.4354177750822451, 0.24276105838401682, 0.19589843298371232, 0.4867432104250492, 0.6900603457193738, 0.0]"
5639,us1562,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5640,ric2dfw,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5641,bora,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5642,finnair,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5643,affecting,"[0.2319059527473684, 0.27064068098005356, 0.6774551767571099, 0.24499341244515932, -0.5949840016525298, 0.0]"
5644,elaborate,"[0.9395214421061672, 0.34129442328438014, 0.028593293929350918, 0.0, 0.0, 0.0]"
5645,#wannagohome,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5646,differently,"[0.11285474064863987, 0.5940425178368467, 0.06104619920466111, 0.41466074009479975, 0.6772792088215063, 0.0]"
5647,#pissed,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5648,clown,"[0.6591313524968035, 0.21071720359160329, 0.4064805468055847, 0.5965883717731197, 0.0, 0.0]"
5649,russia,"[0.3770401233903948, 0.060743300815577335, 0.924202898047709, 0.0, 0.0, 0.0]"
5650,likes,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5651,inconsiderate,"[0.629145467446739, 0.4942850359769418, 0.17379790351567126, -0.5741537883999853, 0.0, 0.0]"
5652,managing,"[0.7393294513797863, 0.6733438663286866, 0.0, 0.0, 0.0, 0.0]"
5653,offload,"[0.9776528221288671, 0.2102259721905497, 0.0, 0.0, 0.0, 0.0]"
5654,instructions,"[0.6068534166784245, 0.5362387252364407, 0.5866659698862033, 0.0, 0.0, 0.0]"
5655,southern,"[0.7525413409333103, 0.23871441107795133, 0.09568608015994984, 0.606251708610892, 0.0, 0.0]"
5656,sav,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5657,transported,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5658,compliments,"[0.046623848075609445, 0.2628193956906114, 0.963717895464977, 0.0, 0.0, 0.0]"
5659,plains,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5660,lexington,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5661,#brokenpromises,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5662,elm,"[0.9950371902099892, 0.09950371902099892, 0.0, 0.0, 0.0, 0.0]"
5663,grounds,"[0.3992822382515067, 0.9168280614252963, 0.0, 0.0, 0.0, 0.0]"
5664,locating,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5665,rumors,"[0.44856964472135247, 0.6965726028150413, 0.5599748948319365, 0.0, 0.0, 0.0]"
5666,#winterstorm,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5667,#shameonyou,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5668,preventing,"[0.9958147054635258, 0.09139514419591066, 0.0, 0.0, 0.0, 0.0]"
5669,breath,"[0.27311221297850197, 0.011597261873578287, 0.4272372993034688, 0.5454020280655716, 0.13714787840245365, 0.6530471651837765]"
5670,bgr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5671,behave,"[0.6709007138558676, 0.4846526991175997, 0.5612521655955659, 0.0, 0.0, 0.0]"
5672,realistic,"[0.3833264710934476, 0.2277129953947373, 0.4660347822832688, 0.5057383179564333, 0.5729292659135024, 0.0]"
5673,baggages,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5674,#nocrew,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5675,us5235,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5676,cha,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5677,rivets,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5678,overhaul,"[0.5583024754900682, 0.8296374785782413, 0.0, 0.0, 0.0, 0.0]"
5679,brush,"[0.7885139724599142, 0.3271577142297151, 0.5207816675493424, 0.0, 0.0, 0.0]"
5680,assholes,"[0.63284763377009, 0.7742763540439538, 0.0, 0.0, 0.0, 0.0]"
5681,f623,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5682,havoc,"[0.19727975204971462, -0.9803472341120789, 0.0, 0.0, 0.0, 0.0]"
5683,aggravating,"[0.720107198382573, 0.22465662833575004, 0.6564868789110828, 0.0, 0.0, 0.0]"
5684,pops,"[0.3631583120555553, 0.9317274496251358, 0.0, 0.0, 0.0, 0.0]"
5685,exercise,"[0.5570060100128739, 0.12639255658914594, 0.15459541102661417, 0.8057323995753126, 0.025783436786410003, 0.0]"
5686,miserably,"[0.8476707484084299, 0.41715970377334394, -0.3277683386790559, 0.0, 0.0, 0.0]"
5687,cots,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5688,gifts,"[0.21151885522840805, 0.7582893418550319, 0.61664985843826, 0.0, 0.0, 0.0]"
5689,processes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5690,midght,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5691,des,"[0.15087010548154342, 0.018430090578243106, 0.9883817799986326, 0.0, 0.0, 0.0]"
5692,moines,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5693,abandoned,"[0.004128286150162844, 0.8135468080781898, 0.03142260768099717, -0.5806351419314694, 0.0, 0.0]"
5694,followers,"[0.19992096096105688, 0.9189376099501869, 0.03310925416499958, 0.33836231420783697, 0.0, 0.0]"
5695,ow,"[0.33453384955068494, 0.12750154901427016, 0.016597859556157387, 0.8116146144500236, 0.46134226683998386, 0.0]"
5696,emerald,"[0.9276096743696868, 0.37355092292184683, 0.0, 0.0, 0.0, 0.0]"
5697,dumped,"[0.3193596440932586, 0.8238400720743241, 0.4682915260488916, 0.0, 0.0, 0.0]"
5698,twins,"[0.5385746343006176, 0.230537591270313, 0.0575747866677405, 0.8083779600158593, 0.0, 0.0]"
5699,#not,"[0.9627423843496516, 0.060139765061155766, 0.2636480799003409, 0.0, 0.0, 0.0]"
5700,depending,"[0.9381496807806242, 0.346229947363328, 0.0, 0.0, 0.0, 0.0]"
5701,flght,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5702,un,"[0.5956538697329656, 0.13782712406222639, 0.7913280933625944, 0.0, 0.0, 0.0]"
5703,recorded,"[0.0088885470740278, 0.7983086569543187, 0.602182930647079, 0.0, 0.0, 0.0]"
5704,tamara,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5705,#disgusting,"[0.8740662811754464, -0.485806685948357, 0.0, 0.0, 0.0, 0.0]"
5706,dedicated,"[0.1958230063283161, 0.9330916966162444, 0.30165085098232175, 0.0, 0.0, 0.0]"
5707,sapphire,"[0.9325944015695288, 0.3609261450230124, 0.0, 0.0, 0.0, 0.0]"
5708,quarter,"[0.1411347532495004, 0.16394890430362247, 0.08641262211641765, 0.5261147884370072, 0.8178861939962631, 0.0]"
5709,#faa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5710,prepare,"[0.14486204896374608, 0.639393728739702, 0.4842076096172081, 0.5794252645571774, 0.0, 0.0]"
5711,#wasteoftime,"[0.7349610007826857, 0.2086315241838917, -0.6452171839351611, 0.0, 0.0, 0.0]"
5712,lawsuit,"[0.24949898593871214, -0.9683750595794763, 0.0, 0.0, 0.0, 0.0]"
5713,jammed,"[0.6759636811033528, 0.6603561237259297, 0.32711296471841256, 0.0, 0.0, 0.0]"
5714,opportunities,"[0.7579029899394699, 0.6216683961837507, 0.1977661827187224, 0.0, 0.0, 0.0]"
5715,bttr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5716,sync,"[0.45007106430107563, 0.2721113450684761, 0.8505242224439712, 0.0, 0.0, 0.0]"
5717,comms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5718,weds,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5719,flightedflight,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5720,yvonne,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5721,#service,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5722,burning,"[0.128344546326495, 0.11773302376490856, 0.3849963132399604, 0.27470527779041914, -0.8637021834458591, 0.0]"
5723,dismissive,"[0.23431562623036897, -0.972160576913233, 0.0, 0.0, 0.0, 0.0]"
5724,thks,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5725,scotch,"[0.5323978945531491, 0.8464942302670313, 0.0, 0.0, 0.0, 0.0]"
5726,#worstflight,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5727,embarrassment,"[0.14495003103470486, 0.7943990091936817, 0.10896520366476728, -0.5593039125170572, -0.1523988862444298, 0.0]"
5728,occupied,"[0.7457135990160584, 0.4076479452024211, 0.364933822641461, 0.3802074251077325, 0.0, 0.0]"
5729,#baggagelost,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5730,scattered,"[0.25766265056033233, -0.9662349396012463, 0.0, 0.0, 0.0, 0.0]"
5731,a9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5732,accts,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5733,You,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5734,roberto,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5735,#onhold,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5736,#evenlate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5737,eliz,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5738,myrtle,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5739,transactions,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5740,#pit,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5741,prompts,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5742,desired,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5743,pity,"[0.7465883959564666, 0.4150668640528543, 0.09841520129517246, -0.5105288567187071, 0.0, 0.0]"
5744,#sucks,"[0.09265510562651819, 0.7032454173415884, 0.3549296245627826, -0.6090040032685468, 0.0, 0.0]"
5745,ignorant,"[0.34067448615678486, 0.5665726736454272, 0.06741301868318676, -0.4851093697397949, -0.5683842751719668, 0.0]"
5746,occasions,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5747,upsetting,"[0.18703289044121546, 0.9526479111854321, 0.2397512360911557, 0.0, 0.0, 0.0]"
5748,requiring,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5749,:right_arrow_curving_down:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5750,spf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5751,itin,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5752,secret,"[0.28792095127621875, 0.21074818590902644, 0.30076123534453203, 0.4232051580584674, 0.7766123881699225, 0.0]"
5753,disruptions,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5754,leads,"[0.40185908844848894, 0.5690334660714208, 0.2688400420029499, 0.1266889657920504, 0.6529817189512181, 0.0]"
5755,fate,"[0.13861786263133485, 0.35892560305479493, 0.6851761087148733, 0.27333506894368, 0.3086082367780614, 0.4610207109836889]"
5756,cycles,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5757,eh,"[0.9250097127684183, 0.1205358717766127, -0.36031671470962934, 0.0, 0.0, 0.0]"
5758,versus,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5759,uncalled,"[0.9738078633342037, 0.22737248142304506, 0.0, 0.0, 0.0, 0.0]"
5760,gray,"[0.12759487830886979, 0.15418114837582053, 0.8123314007451997, 0.27047086995442443, -0.4763516814122698, 0.0]"
5761,closing,"[0.26570482158911973, 0.045760090361843864, 0.4369789391289677, 0.8581120956332523, 0.0, 0.0]"
5762,hat,"[0.03486887028301682, 0.1812189245363849, 0.9775213653135089, 0.10196000995819711, 0.0, 0.0]"
5763,hsv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5764,oy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5765,#senseless,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5766,reactivate,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5767,casimir,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
